ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_cars,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,saleprice
80,RL,64.0,10784,Pave,No Alley,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,76.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,384.0,GasA,Gd,Y,SBrkr,1472,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,1991.0,2.0,Y,164,0,0,0,0,0,,,,0,5,2007,WD ,Normal,160000
80,RL,64.0,9125,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,170.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,384.0,GasA,Gd,Y,SBrkr,1482,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,1992.0,2.0,Y,100,25,0,0,0,0,,,,0,7,2007,WD ,Normal,163900
60,RL,64.0,7655,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,903.0,GasA,Gd,Y,SBrkr,1642,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,1993.0,2.0,Y,290,84,0,0,0,0,,,,0,7,2007,WD ,Normal,168000
20,RL,160.0,18160,Grvl,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,138.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,1302.0,GasA,Fa,Y,SBrkr,1128,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,1964.0,2.0,P,0,108,246,0,0,0,,MnPrv,,0,3,2007,WD ,Alloca,154204
120,RL,60.0,3696,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,1074.0,GasA,Ex,Y,SBrkr,1088,0.0,0.0,1,1,2,1,Gd,5,Typ,0,,1987.0,2.0,Y,0,74,137,0,0,0,,,,0,10,2007,WD ,Normal,170000
160,RL,60.0,5062,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,LwQ,1190.0,GasA,Gd,Y,SBrkr,2090,1.0,0.0,2,0,3,1,Gd,6,Min1,1,TA,1984.0,2.0,Y,219,0,0,0,0,0,,,,0,9,2007,WD ,Normal,207500
120,RL,38.0,4740,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,CemntBd,CmentBd,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1166.0,GasA,Gd,Y,SBrkr,1179,1.0,0.0,2,0,2,1,TA,5,Typ,0,,1988.0,2.0,Y,0,108,0,0,135,0,,,,0,10,2007,WD ,Normal,182000
120,RL,35.0,5118,Pave,No Alley,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,CompShg,CemntBd,CmentBd,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1312.0,GasA,Gd,Y,SBrkr,1321,1.0,0.0,1,0,1,1,Gd,4,Typ,1,TA,1990.0,2.0,Y,0,64,140,0,0,0,,,,0,8,2007,WD ,Normal,212000
20,RL,86.0,14157,Pave,No Alley,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,200.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1922.0,GasA,Ex,Y,SBrkr,1922,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,2005.0,3.0,Y,178,51,0,0,0,0,,,,0,7,2007,WD ,Normal,377426
60,RL,98.0,12328,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,146.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,1149.0,GasA,Ex,Y,SBrkr,2541,1.0,0.0,3,1,4,1,Ex,10,Typ,1,Gd,2005.0,3.0,Y,120,32,0,0,0,0,,,,0,7,2007,WD ,Normal,349265
20,RL,52.0,51974,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,PosN,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,710.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,2660.0,GasA,Ex,Y,SBrkr,2338,1.0,0.0,2,1,4,1,Gd,8,Typ,2,Gd,2005.0,3.0,Y,0,135,0,0,322,0,,,,0,6,2007,New,Partial,591587
190,RL,195.0,41600,Pave,No Alley,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,1100.0,GasW,TA,Y,SBrkr,1424,1.0,0.0,1,1,3,1,TA,7,Mod,0,,1969.0,3.0,N,144,0,0,0,0,0,,,,0,11,2007,WD ,Normal,155000
120,RL,61.0,8035,Pave,No Alley,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Gable,CompShg,MetalSd,MetalSd,165.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1612.0,GasA,Ex,Y,SBrkr,1612,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,2006.0,2.0,Y,0,164,0,0,0,0,,,,0,3,2007,WD ,Normal,319900
20,RL,60.0,8089,Pave,No Alley,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1419.0,GasA,Ex,Y,SBrkr,1419,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Gd,2007.0,2.0,Y,140,0,0,0,0,0,,,,0,10,2007,New,Partial,392000
20,RL,85.0,14082,Pave,No Alley,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,945.0,Gd,TA,PConc,Ex,Gd,Gd,GLQ,Unf,2220.0,GasA,Ex,Y,SBrkr,2234,1.0,0.0,1,1,1,1,Gd,7,Typ,1,Gd,2006.0,2.0,Y,390,80,0,0,0,0,,,,0,1,2007,WD ,Normal,441929
20,RL,81.0,13870,Pave,No Alley,IR1,HLS,AllPub,Inside,Gtl,StoneBr,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,250.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1742.0,GasA,Ex,Y,SBrkr,2042,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,2007.0,3.0,Y,240,52,0,0,174,0,,,,0,10,2007,New,Partial,455000
20,RL,80.0,12546,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1981,1981,Gable,CompShg,MetalSd,MetalSd,310.0,Gd,Gd,CBlock,Gd,TA,No,BLQ,Unf,1440.0,GasA,Ex,Y,SBrkr,1440,0.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,1981.0,2.0,Y,0,0,99,0,0,0,,,,0,4,2007,WD ,Normal,182900
20,RL,80.0,10960,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1984,1984,Hip,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,1284.0,GasA,TA,Y,SBrkr,1284,1.0,0.0,2,0,3,1,TA,5,Typ,0,,1984.0,2.0,Y,0,0,192,0,0,0,,,,0,4,2007,COD,Abnorml,174000
80,RL,78.0,12090,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,74.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,585.0,GasA,Ex,Y,SBrkr,1868,0.0,0.0,3,1,3,1,TA,7,Typ,1,TA,1984.0,2.0,Y,268,112,0,0,147,0,,,,0,1,2007,WD ,Abnorml,178000
60,RL,78.0,12090,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1981,2003,Gable,CompShg,MetalSd,MetalSd,306.0,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,725.0,GasA,Ex,Y,SBrkr,1479,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,1981.0,2.0,Y,167,72,0,0,0,0,,,,0,3,2007,WD ,Normal,176000
20,RL,93.0,12299,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1978,1985,Gable,CompShg,Plywood,Plywood,67.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,1529.0,GasA,TA,Y,SBrkr,1664,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,1978.0,2.0,Y,0,0,0,0,0,0,,,,0,9,2007,WD ,Normal,213000
60,RL,61.0,11339,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,5,1979,1979,Hip,WdShake,HdBoard,Plywood,549.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,780.0,GasA,TA,Y,SBrkr,1930,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,1979.0,2.0,Y,192,72,0,0,0,0,,,,0,3,2007,WD ,Normal,192000
60,RL,92.0,11952,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,808.0,GasA,TA,Y,SBrkr,1969,0.0,0.0,2,1,3,1,TA,8,Typ,1,Gd,1977.0,2.0,Y,0,0,0,0,276,0,,,,0,11,2007,WD ,Normal,190000
60,RL,80.0,12046,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Plywood,298.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,848.0,GasA,TA,Y,SBrkr,2030,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,1976.0,2.0,Y,0,224,0,0,0,0,,,,0,6,2007,WD ,Normal,195000
80,RL,80.0,10395,Pave,No Alley,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,233.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,1032.0,GasA,TA,Y,SBrkr,1032,0.0,1.0,2,0,3,1,TA,6,Typ,1,TA,1978.0,2.0,Y,0,0,0,0,0,0,,MnPrv,Shed,500,7,2007,WD ,Normal,148000
20,RL,79.0,11850,Pave,No Alley,Reg,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,98.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,1153.0,GasA,TA,Y,SBrkr,1177,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,1984.0,2.0,Y,204,103,0,0,0,0,,MnPrv,,0,8,2007,WD ,Normal,151500
60,RL,80.0,11584,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1979,1979,Hip,CompShg,HdBoard,HdBoard,96.0,TA,TA,CBlock,TA,TA,No,GLQ,Rec,539.0,GasA,TA,Y,SBrkr,1725,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,1979.0,2.0,Y,0,88,216,0,0,0,,,,0,11,2007,WD ,Normal,197000
20,RL,80.0,10400,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,253.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,1259.0,GasA,Ex,Y,SBrkr,1353,1.0,0.0,2,0,2,1,TA,5,Typ,1,TA,1979.0,2.0,Y,240,141,0,0,0,0,,,,0,8,2007,WD ,Normal,192350
60,RL,80.0,10793,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,263.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,780.0,GasA,Ex,Y,SBrkr,1620,0.0,0.0,2,1,4,1,TA,7,Min1,0,,1969.0,2.0,Y,208,0,0,0,0,0,,GdWo,,0,4,2007,WD ,Normal,152000
20,RL,128.0,13001,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,HdBoard,HdBoard,176.0,TA,TA,CBlock,TA,TA,Mn,ALQ,BLQ,1625.0,GasA,TA,Y,SBrkr,1220,0.0,1.0,2,0,2,1,TA,6,Typ,1,TA,1971.0,2.0,Y,0,0,249,0,0,0,,,,0,9,2007,WD ,Normal,170000
20,RL,70.0,12243,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,1971,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,1484.0,GasA,Gd,Y,SBrkr,1484,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,1971.0,2.0,Y,224,0,0,0,180,0,,,,0,2,2007,WD ,Normal,175000
60,RL,90.0,11700,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,365.0,Gd,TA,CBlock,TA,TA,No,ALQ,Rec,702.0,GasA,Gd,Y,SBrkr,1743,0.0,1.0,1,2,3,1,TA,7,Typ,1,Gd,1968.0,2.0,Y,224,0,0,0,0,0,,,,0,6,2007,WD ,Normal,175000
60,RL,80.0,12384,Pave,No Alley,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,233.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,793.0,GasA,TA,Y,SBrkr,1935,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,1976.0,2.0,Y,0,113,252,0,0,0,,,,0,11,2007,WD ,Normal,197900
80,RL,64.0,8991,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,SLvl,7,6,1976,1976,Gable,CompShg,Plywood,Plywood,130.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Rec,1228.0,GasA,TA,Y,SBrkr,1324,0.0,1.0,2,0,3,1,Gd,5,Typ,1,Fa,1976.0,2.0,Y,407,36,0,0,0,0,,,,0,2,2007,WD ,Normal,174000
60,RL,80.0,8000,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,2Story,6,6,1974,1974,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,1084.0,GasA,TA,Y,SBrkr,1877,1.0,0.0,2,1,4,1,TA,8,Typ,1,TA,1974.0,2.0,Y,0,96,0,0,0,0,,,,0,11,2007,WD ,Normal,178900
80,RL,70.0,10500,Pave,No Alley,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,82.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,372.0,GasA,TA,Y,SBrkr,1109,0.0,1.0,1,0,3,1,TA,5,Typ,0,,1971.0,1.0,Y,35,0,0,0,0,0,,GdWo,,0,12,2007,WD ,Normal,139000
20,RL,73.0,10530,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,981.0,GasA,TA,Y,SBrkr,981,1.0,0.0,1,1,3,1,TA,5,Typ,0,,1979.0,2.0,Y,0,312,40,0,0,0,,,,0,3,2007,WD ,Normal,143250
60,RL,73.0,7472,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,138.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,725.0,GasA,Gd,Y,SBrkr,1479,1.0,0.0,1,1,4,1,Gd,7,Typ,0,,1972.0,2.0,Y,0,32,0,0,0,0,,,,0,6,2007,WD ,Normal,184000
20,RL,63.0,9457,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1990,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,925.0,GasA,TA,Y,SBrkr,1422,1.0,0.0,1,0,3,1,TA,7,Min2,0,,1988.0,2.0,Y,252,0,0,0,0,0,,GdWo,,0,9,2007,WD ,Normal,155000
20,RL,66.0,7920,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,2002,Gable,CompShg,HdBoard,HdBoard,32.0,TA,TA,CBlock,TA,TA,No,ALQ,GLQ,914.0,GasA,Ex,Y,SBrkr,914,0.0,0.0,1,0,3,1,Ex,5,Typ,0,,1970.0,1.0,Y,120,0,0,0,0,0,,,,0,10,2007,WD ,Normal,133000
20,RL,61.0,9758,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,950.0,GasA,TA,Y,SBrkr,950,0.0,0.0,1,0,3,1,TA,5,Typ,0,,1981.0,1.0,Y,0,0,0,0,0,0,,,,0,7,2007,WD ,Normal,119500
20,RL,70.0,8294,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,858.0,GasA,TA,Y,SBrkr,872,0.0,0.0,1,0,3,1,TA,5,Typ,0,,1974.0,4.0,Y,0,0,0,0,0,0,,GdWo,,0,6,2007,WD ,Normal,123000
20,RL,73.0,7340,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,858.0,GasA,TA,Y,SBrkr,858,0.0,0.0,1,0,2,1,TA,4,Typ,0,,1979.0,1.0,Y,0,0,0,0,0,0,,,,0,6,2007,WD ,Normal,110000
20,RL,73.0,17199,Pave,No Alley,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1961,1961,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,Unf,914.0,GasA,Ex,Y,SBrkr,914,0.0,0.0,1,0,2,1,TA,4,Typ,0,,1961.0,1.0,Y,140,0,0,0,0,0,,GdWo,,0,7,2007,WD ,Normal,128000
20,RL,60.0,9000,Pave,No Alley,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,TA,TA,No,ALQ,Unf,864.0,GasA,TA,Y,SBrkr,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,,1974.0,2.0,Y,0,0,0,0,0,0,,GdWo,,0,5,2007,WD ,Normal,120500
120,RH,34.0,4058,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,182.0,TA,TA,PConc,Gd,TA,Av,GLQ,LwQ,723.0,GasA,Ex,Y,SBrkr,767,1.0,0.0,1,0,1,1,TA,4,Typ,0,,1998.0,1.0,Y,120,40,0,0,0,0,,,,0,6,2007,WD ,Normal,133000
120,RH,33.0,4113,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2001,2001,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1337.0,GasA,Ex,Y,SBrkr,1337,0.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,2001.0,2.0,Y,136,68,0,0,0,0,,,,0,7,2007,WD ,Normal,155000
120,RH,26.0,10943,Pave,No Alley,IR2,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1997,1998,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1405.0,GasA,Ex,Y,SBrkr,1337,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,1997.0,2.0,Y,0,68,0,0,0,0,,,,0,10,2007,WD ,Normal,177000
160,RM,21.0,2205,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,567.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,525.0,GasA,TA,Y,SBrkr,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,,1973.0,1.0,Y,144,0,0,0,0,0,,,,0,2,2007,WD ,Normal,113500
160,RM,21.0,1890,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,285.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,672.0,GasA,TA,Y,SBrkr,1218,0.0,0.0,1,1,3,1,TA,7,Typ,0,,1973.0,1.0,Y,144,28,0,0,0,0,,,,0,5,2007,WD ,Normal,113000
160,RM,21.0,2058,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,265.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,672.0,GasA,Ex,Y,SBrkr,1218,0.0,0.0,1,1,4,1,Ex,7,Typ,0,,1973.0,1.0,Y,0,28,0,0,0,0,,,,0,12,2007,WD ,Normal,113700
160,RM,24.0,2016,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,304.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,630.0,GasA,TA,Y,SBrkr,1302,0.0,0.0,2,1,3,1,TA,6,Typ,0,,1970.0,2.0,Y,0,0,0,0,0,0,,,,0,4,2007,WD ,Normal,106000
160,RM,24.0,1920,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,376.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,765.0,GasA,Ex,Y,SBrkr,1365,1.0,0.0,1,1,2,1,TA,6,Min1,0,,1971.0,2.0,Y,240,36,0,0,0,0,,,,0,8,2007,WD ,Normal,122500
120,RL,24.0,4928,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,1078.0,GasA,TA,Y,SBrkr,958,0.0,0.0,2,0,2,1,TA,5,Typ,1,TA,1977.0,2.0,Y,0,205,0,0,0,0,,,,0,2,2007,WD ,Normal,128000
160,RL,24.0,2308,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,804.0,GasA,TA,Y,SBrkr,1548,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,1976.0,2.0,Y,48,0,0,0,0,0,,,,0,7,2007,WD ,Normal,155000
120,RL,24.0,2304,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1978,1978,Gable,CompShg,Plywood,Brk Cmn,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,1061.0,GasA,TA,Y,SBrkr,1055,0.0,0.0,2,0,2,1,TA,4,Typ,0,,1978.0,1.0,Y,108,32,0,0,0,0,,,,0,4,2007,WD ,Normal,142500
20,RL,65.0,7150,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Hip,CompShg,HdBoard,HdBoard,52.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,988.0,GasA,TA,Y,SBrkr,988,1.0,0.0,1,0,3,1,TA,5,Typ,0,,1974.0,1.0,Y,0,0,0,0,0,0,,,,0,11,2007,WD ,Normal,129250
20,RL,96.0,12469,Pave,No Alley,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,378.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1790.0,GasA,Ex,Y,SBrkr,1816,1.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,2007.0,3.0,Y,186,36,0,0,0,0,,,,0,8,2007,New,Partial,356000
